,,,,,,s_id,predicted,reference
005,shimmer2r,low,low,2,left_sensor,3,1.0784263059453858,1.095937
005,shimmer2r,low,low,2,right_sensor,0,1.0585548026205207,1.0538079999999999
005,shimmer2r,low,low,2,right_sensor,1,1.0816716151665242,1.076952
005,shimmer2r,low,low,2,right_sensor,2,1.087689547096015,1.090196
005,shimmer2r,low,low,3,left_sensor,0,0.9324137472488002,0.9528220000000001
005,shimmer2r,low,low,3,left_sensor,1,1.036164114417995,0.953334
005,shimmer2r,low,low,3,left_sensor,2,0.9770551163454613,0.960055
005,shimmer2r,low,low,3,right_sensor,0,0.9553115531366944,0.954263
005,shimmer2r,low,low,3,right_sensor,1,0.9251010182587884,0.9496370000000001
005,shimmer2r,low,low,3,right_sensor,2,0.9858696624839841,0.9518810000000001
005,shimmer2r,low,low,3,right_sensor,3,0.9804759781423268,1.028966
005,shimmer2r,normal,normal,1,left_sensor,0,1.5759071869740031,1.56007
005,shimmer2r,normal,normal,1,right_sensor,0,1.5782167842695252,1.5723159999999998
005,shimmer2r,normal,normal,1,right_sensor,1,1.643440292824872,1.499201
005,shimmer2r,normal,normal,2,left_sensor,0,1.461131058191037,1.52983
005,shimmer2r,normal,normal,2,left_sensor,1,1.5374471904312115,1.5174590000000001
005,shimmer2r,normal,normal,2,right_sensor,0,1.5193114731519302,1.5314590000000001
005,shimmer2r,normal,normal,2,right_sensor,1,1.5869494993816753,1.517977
005,shimmer2r,normal,normal,3,left_sensor,0,1.6162029593397067,1.5715100000000002
005,shimmer2r,normal,normal,3,right_sensor,0,1.6254047692298046,1.598245
005,shimmer2r,normal,normal,3,right_sensor,1,1.5801846826083683,1.5468739999999999
005,shimmer3,high,high,1,left_sensor,0,2.124515246045859,2.248182
005,shimmer3,high,high,1,right_sensor,0,2.1082885456356983,2.226041
005,shimmer3,high,high,2,left_sensor,0,2.010562068638242,2.210782
005,shimmer3,high,low,1,right_sensor,0,1.9378514120471266,2.056041
005,shimmer3,high,low,2,right_sensor,0,1.9660069211336102,1.554866
005,shimmer3,high,low,3,left_sensor,0,1.9984425906130974,2.141502
005,shimmer3,high,low,3,right_sensor,0,1.8390593497197119,2.10083
005,shimmer3,low,high,1,left_sensor,0,1.4087819370469346,1.3972419999999999
005,shimmer3,low,high,1,left_sensor,1,1.310030769396741,1.380642
005,shimmer3,low,high,1,left_sensor,2,1.2539689895009398,1.331833
005,shimmer3,low,high,1,right_sensor,0,1.244820262128402,1.37098
005,shimmer3,low,high,1,right_sensor,1,1.3610738428262905,1.372312
005,shimmer3,low,high,2,left_sensor,0,1.34806921130288,1.4581890000000002
005,shimmer3,low,high,2,left_sensor,1,1.4027697847729912,1.447152
005,shimmer3,low,high,2,right_sensor,0,1.3927123330093931,1.46513
005,shimmer3,low,high,2,right_sensor,1,1.4236046245287084,1.454483
005,shimmer3,low,high,3,left_sensor,0,1.3871708377005088,1.492656
005,shimmer3,low,high,3,left_sensor,1,1.4632782826622563,1.5212450000000002
005,shimmer3,low,high,3,right_sensor,0,1.412332830629405,1.458409
005,shimmer3,low,high,3,right_sensor,1,1.45778819995445,1.527662
005,shimmer3,low,low,1,left_sensor,0,0.9324679025868043,0.997842
005,shimmer3,low,low,1,left_sensor,1,1.007028131104256,1.055512
005,shimmer3,low,low,1,right_sensor,0,0.9751755066853004,0.971395
005,shimmer3,low,low,1,right_sensor,1,0.9753555073388411,1.046394
005,shimmer3,low,low,1,right_sensor,2,0.9695931735974693,1.00042
005,shimmer3,low,low,2,left_sensor,0,1.0338066340312755,1.089239
005,shimmer3,low,low,2,left_sensor,1,0.9745957935285187,1.073429
005,shimmer3,low,low,2,right_sensor,0,1.0841631182062554,1.089916
005,shimmer3,low,low,2,right_sensor,1,1.0946621933132652,1.094946
005,shimmer3,low,low,2,right_sensor,2,1.0547825055580142,1.0405419999999999
005,shimmer3,low,low,3,left_sensor,0,1.0030784568291284,1.055487
005,shimmer3,low,low,3,left_sensor,1,0.9386405980380887,0.9732890000000001
005,shimmer3,low,low,3,left_sensor,2,0.9190771073657802,0.948166
005,shimmer3,low,low,3,right_sensor,0,0.9593063704806075,0.9915860000000001
005,shimmer3,low,low,3,right_sensor,1,0.8808369646755418,0.9167230000000001
005,shimmer3,normal,normal,1,left_sensor,0,1.2927185205458176,1.431945
005,shimmer3,normal,normal,1,left_sensor,1,1.334998775398282,1.4765979999999999
005,shimmer3,normal,normal,1,right_sensor,0,1.4327424656245114,1.4493360000000002
005,shimmer3,normal,normal,1,right_sensor,1,1.4928641371562124,1.5124279999999999
005,shimmer3,normal,normal,2,left_sensor,0,1.479055427246625,1.50861
005,shimmer3,normal,normal,2,left_sensor,1,1.4784602941631526,1.529372
005,shimmer3,normal,normal,2,right_sensor,0,1.5474991309464088,1.4926249999999999
007,shimmer2r,high,high,1,left_sensor,0,2.084550465034549,2.156069
007,shimmer2r,high,high,2,left_sensor,0,2.1057881166064374,2.084128
007,shimmer2r,high,high,2,right_sensor,0,2.0482402582183226,1.833144
007,shimmer2r,high,high,3,left_sensor,0,2.119575937081845,2.122382
007,shimmer2r,high,high,3,right_sensor,0,2.2061577761940043,2.039712
007,shimmer2r,high,low,1,left_sensor,0,2.1148163330806353,2.147701
007,shimmer2r,high,low,1,right_sensor,0,2.4011898613888767,2.173813
007,shimmer2r,high,low,2,left_sensor,0,2.233802405172972,2.2088929999999998
007,shimmer2r,high,low,2,right_sensor,0,2.166991773251408,2.225625
007,shimmer2r,high,low,3,left_sensor,0,2.265800442694681,2.278699
007,shimmer2r,high,low,3,right_sensor,0,2.340953649540661,2.258478
007,shimmer2r,low,high,1,left_sensor,0,1.4250082952701564,1.381714
007,shimmer2r,low,high,1,left_sensor,1,1.476185686959212,1.478321
007,shimmer2r,low,high,1,right_sensor,0,1.3964006852765696,1.4589619999999999
007,shimmer2r,low,high,1,right_sensor,1,1.5539879917303545,1.477501
007,shimmer2r,low,high,2,left_sensor,0,1.4332173040691507,1.402205
007,shimmer2r,low,high,2,left_sensor,1,1.401799663585814,1.420613
007,shimmer2r,low,high,2,left_sensor,2,1.417948425039938,1.438107
007,shimmer2r,low,high,2,right_sensor,0,1.428231947320667,1.439837
007,shimmer2r,low,high,2,right_sensor,1,1.3839573536470726,1.429177
007,shimmer2r,low,high,3,left_sensor,0,1.5835092166610354,1.52364
007,shimmer2r,low,high,3,left_sensor,1,1.6291343897608754,1.584017
007,shimmer2r,low,high,3,right_sensor,0,1.5568000036331457,1.555254
007,shimmer2r,low,low,1,left_sensor,0,1.280691002797526,1.271189
007,shimmer2r,low,low,1,right_sensor,0,1.3584461760424984,1.270154
007,shimmer2r,low,low,1,right_sensor,1,1.334363611925373,1.2580580000000001
007,shimmer2r,low,low,2,left_sensor,0,1.2928451613261074,1.262991
007,shimmer2r,low,low,2,left_sensor,1,1.2418287505175047,1.276913
007,shimmer2r,low,low,2,right_sensor,0,1.2550064485928751,1.238526
007,shimmer2r,low,low,2,right_sensor,1,1.3134999233918223,1.245423
007,shimmer2r,low,low,2,right_sensor,2,1.2658467639632507,1.314754
007,shimmer2r,low,low,3,left_sensor,0,1.2952125468037925,1.3290700000000002
007,shimmer2r,low,low,3,left_sensor,1,1.4494353104387225,1.410749
007,shimmer2r,low,low,3,right_sensor,0,1.4465508663310012,1.356853
007,shimmer2r,low,low,3,right_sensor,1,1.4025640689206487,1.387951
007,shimmer2r,normal,normal,1,left_sensor,0,1.6075829493981229,1.599149
007,shimmer2r,normal,normal,1,left_sensor,1,1.6353087987445898,1.619694
007,shimmer2r,normal,normal,1,right_sensor,0,1.6713526963838876,1.590738
007,shimmer2r,normal,normal,1,right_sensor,1,1.6917361025797921,1.6468530000000001
007,shimmer2r,normal,normal,2,left_sensor,0,1.6107883869257642,1.6157130000000002
007,shimmer2r,normal,normal,2,left_sensor,1,1.6523970423832546,1.601741
007,shimmer2r,normal,normal,2,right_sensor,0,1.7365160993019275,1.620764
007,shimmer2r,normal,normal,2,right_sensor,1,1.565841383377549,1.608949
007,shimmer2r,normal,normal,3,left_sensor,0,1.5371652370289632,1.533144
007,shimmer2r,normal,normal,3,left_sensor,1,1.5700436724186386,1.5361609999999999
007,shimmer2r,normal,normal,3,right_sensor,0,1.4711237810228506,1.5421340000000001
007,shimmer2r,normal,normal,3,right_sensor,1,1.5949015464940979,1.5257720000000001
007,shimmer3,high,high,1,left_sensor,0,2.2209929896845586,2.261379
007,shimmer3,high,high,1,right_sensor,0,2.142493249076667,2.221891
007,shimmer3,high,high,2,left_sensor,0,2.138836752398317,2.1646330000000003
007,shimmer3,high,high,2,right_sensor,0,2.184370940366476,2.213565
007,shimmer3,high,high,3,left_sensor,0,2.095938063740968,2.197235
007,shimmer3,high,high,3,right_sensor,0,2.14603843522649,2.257843
007,shimmer3,high,low,1,left_sensor,0,2.1077263821401284,2.1994249999999997
007,shimmer3,high,low,1,right_sensor,0,2.173662294749046,2.2014940000000003
007,shimmer3,high,low,2,left_sensor,0,2.214208033763447,2.205066
007,shimmer3,high,low,2,right_sensor,0,2.116093558957406,2.212235
007,shimmer3,high,low,3,left_sensor,0,2.2179373481897304,2.26625
007,shimmer3,high,low,3,right_sensor,0,2.1331036768222833,2.259741
007,shimmer3,low,high,1,left_sensor,0,1.2076829403290434,1.237036
007,shimmer3,low,high,1,left_sensor,1,1.1616181419513725,1.165117
007,shimmer3,low,high,1,left_sensor,2,1.2348710146222253,1.238453
007,shimmer3,low,high,1,right_sensor,0,1.1677329501831384,1.1935639999999998
007,shimmer3,low,high,1,right_sensor,1,1.2252284323851406,1.227654
007,shimmer3,low,high,2,left_sensor,0,1.3301707160027807,1.363844
007,shimmer3,low,high,2,left_sensor,1,1.446206004534189,1.46813
007,shimmer3,low,high,2,right_sensor,0,1.3856021498513176,1.4123539999999999
007,shimmer3,low,high,2,right_sensor,1,1.402217053548481,1.469879
007,shimmer3,low,high,3,left_sensor,0,1.378967637696065,1.389656
007,shimmer3,low,high,3,left_sensor,1,1.4674635595519085,1.460262
007,shimmer3,low,high,3,right_sensor,0,1.3180181779821187,1.4043590000000001
007,shimmer3,low,high,3,right_sensor,1,1.4056915938278391,1.452509
007,shimmer3,low,low,1,left_sensor,0,1.1161661557963956,1.13391
007,shimmer3,low,low,1,left_sensor,1,1.141267323739116,1.165566
007,shimmer3,low,low,1,right_sensor,0,1.1215488415598498,1.162647
007,shimmer3,low,low,1,right_sensor,1,1.1200729754620629,1.164624
007,shimmer3,low,low,2,left_sensor,0,1.1261686593706814,1.125888
007,shimmer3,low,low,2,left_sensor,1,1.0802080320132728,1.126198
007,shimmer3,low,low,2,left_sensor,2,1.1528936670564855,1.1651390000000001
007,shimmer3,low,low,2,right_sensor,0,1.1117693110793674,1.137108
007,shimmer3,low,low,2,right_sensor,1,1.1183116798754171,1.139797
007,shimmer3,low,low,3,left_sensor,0,1.2213303785008343,1.233255
007,shimmer3,low,low,3,left_sensor,1,1.2200720044679108,1.213313
007,shimmer3,low,low,3,left_sensor,2,1.199759092541649,1.210934
007,shimmer3,low,low,3,right_sensor,0,1.1967739090322675,1.243691
007,shimmer3,low,low,3,right_sensor,1,1.2224731584045299,1.199839
007,shimmer3,normal,normal,1,left_sensor,0,1.5736893909747165,1.625292
007,shimmer3,normal,normal,1,left_sensor,1,1.6316376615350412,1.645267
007,shimmer3,normal,normal,1,right_sensor,0,1.5921157764097555,1.637557
007,shimmer3,normal,normal,2,left_sensor,0,1.6342452363592639,1.700143
007,shimmer3,normal,normal,2,right_sensor,0,1.6067530753161816,1.661061
007,shimmer3,normal,normal,3,left_sensor,0,1.6601315082382544,1.6837989999999998
007,shimmer3,normal,normal,3,right_sensor,0,1.6174036837865764,1.68529
011,shimmer2r,high,high,1,left_sensor,0,1.7532542791744754,1.9687729999999999
011,shimmer2r,high,high,1,right_sensor,0,1.8106748758706996,2.002937
011,shimmer2r,high,high,2,left_sensor,0,1.8692944140923873,1.795242
011,shimmer2r,high,high,3,left_sensor,0,1.8617330519787765,1.9847989999999998
011,shimmer2r,high,low,1,left_sensor,0,1.9054705945665673,1.887902
011,shimmer2r,high,low,2,left_sensor,0,1.849666486644354,1.943425
011,shimmer2r,high,low,3,left_sensor,0,1.9773709972812294,1.835714
011,shimmer2r,low,high,1,left_sensor,0,1.8660384491277355,1.8253039999999998
011,shimmer2r,low,high,1,right_sensor,0,2.035903054638951,1.859067
011,shimmer2r,low,high,2,left_sensor,0,1.97176396673215,1.860772
011,shimmer2r,low,high,2,right_sensor,0,1.7802066103621643,1.874169
011,shimmer2r,low,high,3,left_sensor,0,1.6870213366040192,1.8397309999999998
011,shimmer2r,low,high,3,left_sensor,1,1.9026399226682373,1.819488
011,shimmer2r,low,high,3,right_sensor,0,1.8412346654462035,1.804864
011,shimmer2r,low,low,1,left_sensor,0,1.4561685796204666,1.41488
011,shimmer2r,low,low,1,left_sensor,1,1.42572541690125,1.369609
011,shimmer2r,low,low,1,right_sensor,0,1.5031929322171225,1.419886
011,shimmer2r,low,low,1,right_sensor,1,1.4607735762295249,1.3997890000000002
011,shimmer2r,low,low,2,left_sensor,0,1.4544177620587024,1.4715790000000002
011,shimmer2r,low,low,2,left_sensor,1,1.437264588835867,1.398866
011,shimmer2r,low,low,2,right_sensor,0,1.4851638363115935,1.479161
011,shimmer2r,low,low,2,right_sensor,1,1.5619811406059345,1.466758
011,shimmer2r,low,low,3,left_sensor,0,1.4946895342929236,1.4261840000000001
011,shimmer2r,low,low,3,left_sensor,1,1.471525769108421,1.413982
011,shimmer2r,low,low,3,right_sensor,0,1.4628184536278825,1.390426
011,shimmer2r,low,low,3,right_sensor,1,1.5033766224418017,1.4061000000000001
011,shimmer2r,normal,normal,2,left_sensor,0,1.8463082970165348,1.752376
011,shimmer2r,normal,normal,2,right_sensor,0,1.8149134362557422,1.7806440000000001
011,shimmer2r,normal,normal,3,left_sensor,0,1.7760678902098064,1.808621
011,shimmer2r,normal,normal,3,right_sensor,0,1.8503490622856702,1.760572
011,shimmer3,high,high,1,left_sensor,0,1.9590006142145948,2.043115
011,shimmer3,high,high,1,right_sensor,0,1.9227843380690373,2.033766
011,shimmer3,high,high,2,left_sensor,0,1.9361923744072609,2.026353
011,shimmer3,high,high,2,right_sensor,0,1.9235032074487175,2.033043
011,shimmer3,high,high,2,right_sensor,1,1.9413197973283145,1.672715
011,shimmer3,high,high,3,left_sensor,0,1.8678603241854725,1.999746
011,shimmer3,high,high,3,right_sensor,0,1.8655333066031747,2.024576
011,shimmer3,high,high,3,right_sensor,1,1.9064279423543893,1.850581
011,shimmer3,high,low,1,left_sensor,0,1.8027312545211267,1.874758
011,shimmer3,high,low,1,right_sensor,0,1.8731884932392346,1.9294229999999999
011,shimmer3,high,low,1,right_sensor,1,1.8252647828769737,1.899374
011,shimmer3,high,low,2,left_sensor,0,1.6707964352338127,1.8062479999999999
011,shimmer3,high,low,2,right_sensor,0,1.7765458272003143,1.853846
011,shimmer3,high,low,2,right_sensor,1,1.7692559055674548,1.675826
011,shimmer3,high,low,3,left_sensor,0,1.7376508351141977,1.871887
011,shimmer3,high,low,3,right_sensor,0,1.8235245524155055,1.878436
011,shimmer3,high,low,3,right_sensor,1,1.8143916084078622,1.888176
011,shimmer3,low,high,1,left_sensor,0,1.6776801464006919,1.7835830000000001
011,shimmer3,low,high,1,right_sensor,0,1.7796512555339548,1.802448
011,shimmer3,low,high,2,left_sensor,0,1.7628809341761873,1.824679
011,shimmer3,low,high,2,right_sensor,0,1.820220596684216,1.861474
011,shimmer3,low,high,3,left_sensor,0,1.635242535053189,1.781906
011,shimmer3,low,high,3,left_sensor,1,1.705093193675616,1.742873
011,shimmer3,low,high,3,right_sensor,0,1.6890864547077185,1.785111
011,shimmer3,low,low,1,left_sensor,0,1.1417815644323908,1.222276
011,shimmer3,low,low,1,left_sensor,1,1.2586077521663297,1.279324
011,shimmer3,low,low,1,right_sensor,0,1.306891776588061,1.3136269999999999
011,shimmer3,low,low,1,right_sensor,1,1.2332968297689328,1.235346
011,shimmer3,low,low,1,right_sensor,2,1.2122639848467212,1.271067
011,shimmer3,low,low,2,left_sensor,0,1.3520884046143413,1.42397
011,shimmer3,low,low,2,left_sensor,1,1.3611866973402766,1.406345
011,shimmer3,low,low,2,right_sensor,0,1.3743015104318381,1.403323
011,shimmer3,low,low,2,right_sensor,1,1.3863507016048986,1.440919
011,shimmer3,low,low,3,left_sensor,0,1.2563227135760244,1.336736
011,shimmer3,low,low,3,left_sensor,1,1.2581211899615092,1.330637
011,shimmer3,low,low,3,right_sensor,0,1.371242832178354,1.392453
011,shimmer3,low,low,3,right_sensor,1,1.2647082922438277,1.3205330000000002
011,shimmer3,normal,normal,2,left_sensor,0,1.8135036019090205,1.950974
011,shimmer3,normal,normal,2,right_sensor,0,1.8574939309028373,1.9480350000000002
011,shimmer3,normal,normal,3,left_sensor,0,1.7963057224079206,1.922905
011,shimmer3,normal,normal,3,right_sensor,0,1.8545061760660824,1.911197
014,shimmer3,high,high,1,left_sensor,0,2.2850418803205947,2.268659
014,shimmer3,high,high,1,right_sensor,0,2.1229349543788594,2.261052
014,shimmer3,high,high,2,left_sensor,0,2.175486427304889,2.246194
014,shimmer3,high,high,2,right_sensor,0,2.147611390937773,2.012808
014,shimmer3,high,low,2,left_sensor,0,1.8839911331622508,1.983098
014,shimmer3,high,low,3,left_sensor,0,1.8850459454215323,1.961174
014,shimmer3,low,high,3,left_sensor,0,1.2592875892264586,1.271455
014,shimmer3,low,high,3,left_sensor,1,1.1800469925511612,1.197341
014,shimmer3,low,high,3,right_sensor,0,1.2146289638555385,1.245615
014,shimmer3,low,high,3,right_sensor,1,1.2453477726789008,1.245918
014,shimmer3,low,low,1,left_sensor,0,1.235068168552168,1.1877719999999998
014,shimmer3,low,low,1,left_sensor,1,1.1837006903789657,1.201056
014,shimmer3,low,low,1,left_sensor,2,1.1700391404153072,1.079208
014,shimmer3,low,low,1,right_sensor,0,1.1231988850881736,1.192388
014,shimmer3,low,low,1,right_sensor,1,1.1655928325200051,1.2141899999999999
014,shimmer3,low,low,2,left_sensor,0,1.117720546719945,1.1384990000000001
014,shimmer3,low,low,2,right_sensor,0,1.133852598487079,1.180108
014,shimmer3,low,low,2,right_sensor,1,1.084383587151787,1.129034
014,shimmer3,low,low,3,left_sensor,0,1.2138367234733691,1.2389400000000002
014,shimmer3,low,low,3,left_sensor,1,1.1774424822106622,1.223554
014,shimmer3,low,low,3,right_sensor,0,1.1622284158912821,1.208271
014,shimmer3,low,low,3,right_sensor,1,1.2129704362551281,1.26661
014,shimmer3,low,low,3,right_sensor,2,1.1988953692553475,1.2143899999999999
014,shimmer3,normal,normal,1,left_sensor,0,1.3232671390010404,1.3920109999999999
014,shimmer3,normal,normal,1,left_sensor,1,1.3949825920134566,1.413681
014,shimmer3,normal,normal,1,right_sensor,0,1.399637014478916,1.40175
014,shimmer3,normal,normal,1,right_sensor,1,1.413445772705278,1.423332
014,shimmer3,normal,normal,2,left_sensor,0,1.5234619589764478,1.5561019999999999
014,shimmer3,normal,normal,2,left_sensor,1,1.494651882147468,1.5319239999999998
014,shimmer3,normal,normal,2,right_sensor,0,1.4906288692407594,1.537957
014,shimmer3,normal,normal,3,left_sensor,0,1.5476779908304483,1.600737
014,shimmer3,normal,normal,3,right_sensor,0,1.520757507334833,1.5980699999999999
014,shimmer3,normal,normal,3,right_sensor,1,1.5862127750171326,1.6019040000000002
006,shimmer2r,high,high,1,left_sensor,0,2.1713442442014435,2.153084
006,shimmer2r,high,high,1,right_sensor,0,2.011156048351405,2.127248
006,shimmer2r,high,high,2,left_sensor,0,2.17341478839531,2.135833
006,shimmer2r,high,high,2,right_sensor,0,2.243526021312285,2.211658
006,shimmer2r,high,high,3,left_sensor,0,2.0672735667477142,2.074114
006,shimmer2r,high,high,3,right_sensor,0,2.1907589840131343,2.153068
006,shimmer2r,high,low,1,left_sensor,0,2.35876727774597,2.018872
006,shimmer2r,high,low,1,right_sensor,0,2.2518947842961037,2.232637
006,shimmer2r,high,low,2,left_sensor,0,2.3772953239322607,2.078856
006,shimmer2r,high,low,2,right_sensor,0,2.2227232256308325,2.145787
006,shimmer2r,high,low,3,left_sensor,0,2.176385935872491,2.101814
006,shimmer2r,high,low,3,right_sensor,0,2.3019511182489487,2.1500909999999998
006,shimmer2r,low,high,1,left_sensor,0,1.2698722654406496,1.246817
006,shimmer2r,low,high,1,left_sensor,1,1.1700778529858635,1.180337
006,shimmer2r,low,high,1,left_sensor,2,1.2442302113834165,1.2253660000000002
006,shimmer2r,low,high,1,right_sensor,0,1.1783047186775157,1.155742
006,shimmer2r,low,high,1,right_sensor,1,1.3008666740028811,1.250899
006,shimmer2r,low,high,2,left_sensor,0,1.0667677817517531,1.11745
006,shimmer2r,low,high,2,left_sensor,1,1.0452687895893673,1.064191
006,shimmer2r,low,high,2,left_sensor,2,1.0581238667089778,1.064924
006,shimmer2r,low,high,2,right_sensor,0,1.0535523701892164,1.080948
006,shimmer2r,low,high,2,right_sensor,1,1.0764185830915078,1.044956
006,shimmer2r,low,high,2,right_sensor,2,1.1955761595311838,1.107281
006,shimmer2r,low,high,3,left_sensor,0,1.1085392014266497,1.105183
006,shimmer2r,low,high,3,left_sensor,1,1.1165172352121833,1.0371949999999999
006,shimmer2r,low,high,3,left_sensor,2,1.1311789546090611,1.070588
006,shimmer2r,low,high,3,right_sensor,0,1.0812251962867094,1.06975
006,shimmer2r,low,high,3,right_sensor,1,1.0613756259477274,1.051666
006,shimmer2r,low,high,3,right_sensor,2,1.0690146117132793,1.257813
006,shimmer2r,low,low,1,left_sensor,0,1.098202493763782,1.0874599999999999
006,shimmer2r,low,low,1,left_sensor,1,1.024201232251754,0.988698
006,shimmer2r,low,low,1,left_sensor,2,0.9842849099401092,0.9564790000000001
006,shimmer2r,low,low,1,right_sensor,0,1.088909810881962,1.0387220000000001
006,shimmer2r,low,low,1,right_sensor,1,0.9527957262685295,0.9944679999999999
006,shimmer2r,low,low,2,left_sensor,0,1.0716147230564856,1.057644
006,shimmer2r,low,low,2,left_sensor,1,1.0340550034498637,1.030525
006,shimmer2r,low,low,2,right_sensor,0,1.0420103177139661,0.996293
006,shimmer2r,low,low,2,right_sensor,1,1.1102336308608425,1.048549
006,shimmer2r,low,low,3,left_sensor,0,1.2560017182136942,1.251409
006,shimmer2r,low,low,3,left_sensor,1,1.2009123993642197,1.2234720000000001
006,shimmer2r,low,low,3,right_sensor,0,1.2272713998700813,1.191617
006,shimmer2r,low,low,3,right_sensor,1,1.2980518083345933,1.232715
006,shimmer2r,normal,normal,1,left_sensor,0,1.6379474518987904,1.685097
006,shimmer2r,normal,normal,1,left_sensor,1,1.6964682765876935,1.689019
006,shimmer2r,normal,normal,1,right_sensor,0,1.8257867569587165,1.6899279999999999
006,shimmer2r,normal,normal,1,right_sensor,1,1.5653775878582938,1.6373769999999999
006,shimmer2r,normal,normal,2,left_sensor,0,1.7291337649068845,1.792295
006,shimmer2r,normal,normal,2,left_sensor,1,1.6635837733520706,1.728309
006,shimmer2r,normal,normal,2,right_sensor,0,1.630234772179421,1.7127299999999999
006,shimmer2r,normal,normal,3,left_sensor,0,1.7906331531166586,1.75208
006,shimmer2r,normal,normal,3,left_sensor,1,1.7932428368470978,1.737468
006,shimmer2r,normal,normal,3,right_sensor,0,1.744084221704549,1.737886
006,shimmer3,high,high,1,left_sensor,0,2.0205065734037255,2.188101
006,shimmer3,high,high,1,right_sensor,0,2.2083965427766645,2.184851
006,shimmer3,high,high,2,left_sensor,0,1.9630838332400022,2.120339
006,shimmer3,high,high,2,right_sensor,0,1.9899446832823995,2.098698
006,shimmer3,high,high,3,right_sensor,0,1.9461302973738812,2.05945
006,shimmer3,high,low,1,left_sensor,0,1.9577209182477389,2.174856
006,shimmer3,high,low,1,right_sensor,0,2.0698193405850427,2.183709
006,shimmer3,high,low,2,left_sensor,0,2.0987643864434147,2.1958770000000003
006,shimmer3,high,low,2,right_sensor,0,2.124796744979633,2.1866380000000003
006,shimmer3,high,low,3,left_sensor,0,2.06991528741664,2.277552
006,shimmer3,low,high,1,left_sensor,0,1.2958413923100531,1.378443
006,shimmer3,low,high,1,left_sensor,1,1.3316084929564842,1.3622919999999998
006,shimmer3,low,high,1,right_sensor,0,1.3648047757567046,1.3697730000000001
006,shimmer3,low,high,1,right_sensor,1,1.317757370109108,1.3797139999999999
006,shimmer3,low,high,2,left_sensor,0,1.3261988838448016,1.378078
006,shimmer3,low,high,2,left_sensor,1,1.2232384562797836,1.362281
006,shimmer3,low,high,2,right_sensor,0,1.3194028225346472,1.336052
006,shimmer3,low,high,2,right_sensor,1,1.2944987462044442,1.346792
006,shimmer3,low,high,3,left_sensor,0,1.2769787390836747,1.387865
006,shimmer3,low,high,3,left_sensor,1,1.2540812601277376,1.369258
006,shimmer3,low,high,3,left_sensor,2,1.288128473924553,1.363342
006,shimmer3,low,high,3,right_sensor,0,1.3818879519376461,1.396131
006,shimmer3,low,high,3,right_sensor,1,1.3050698682942408,1.3567779999999998
006,shimmer3,low,low,1,left_sensor,0,1.0253061179526788,1.057682
006,shimmer3,low,low,1,left_sensor,1,0.9811226717456948,1.072408
006,shimmer3,low,low,1,left_sensor,2,0.9649571267935891,1.046866
006,shimmer3,low,low,1,right_sensor,0,1.020154449397607,1.077274
